Texteingaben : Proben-beschriftung;"dpp-PUL6-3"
Allgemein : Startdatum;16.08.2018 16:22:52
Abmessung : Querschnitt;3,45000;mm^2

Zeit;Traversenweg;Last;Dehnung 1;Zugspannung
17,90000;0,2983;0,896;0,17236;259,66
18,00000;0,3000;0,900;0,17325;261,00
18,10000;0,3016;0,905;0,17415;262,27
18,20000;0,3032;0,911;0,17497;263,92
18,30000;0,3047;0,915;0,17583;265,16
18,40000;0,3063;0,922;0,17680;267,12
18,50000;0,3082;0,927;0,17777;268,57
18,60000;0,3100;0,934;0,17882;270,62
18,70000;0,3116;0,936;0,17967;271,36
18,80000;0,3131;0,944;0,18044;273,63
18,90000;0,3147;0,949;0,18136;275,12
19,00000;0,3164;0,955;0,18218;276,77
19,10000;0,3182;0,966;0,18320;280,06
19,20000;0,3201;0,972;0,18419;281,85
19,30000;0,3216;0,978;0,18502;283,57
19,40000;0,3232;0,987;0,18591;286,09
19,50000;0,3249;0,994;0,18685;288,11
19,60000;0,3264;1,002;0,18772;290,38
19,70000;0,3280;1,007;0,18866;291,75
19,80000;0,3300;1,016;0,18969;294,47
19,90000;0,3316;1,022;0,19065;296,29
20,00000;0,3333;1,030;0,19152;298,47
20,10000;0,3349;1,037;0,19240;300,65
20,20000;0,3365;1,050;0,19327;304,24
20,30000;0,3380;1,055;0,19411;305,80
20,40000;0,3398;1,064;0,19514;308,48
20,50000;0,3417;1,073;0,19616;311,10
20,60000;0,3433;1,079;0,19705;312,88
20,70000;0,3449;1,089;0,19792;315,60
20,80000;0,3466;1,094;0,19880;317,21
20,90000;0,3480;1,099;0,19966;318,62
21,00000;0,3498;1,103;0,20056;319,68
21,10000;0,3516;1,107;0,20152;320,99
21,20000;0,3533;1,111;0,20248;322,09
21,30000;0,3549;1,115;0,20334;323,05
21,40000;0,3565;1,117;0,20424;323,76
21,50000;0,3581;1,118;0,20507;324,15
21,60000;0,3597;1,120;0,20594;324,53
21,70000;0,3616;1,121;0,20692;324,87
21,80000;0,3634;1,122;0,20793;325,30
21,90000;0,3649;1,125;0,20880;326,01
22,00000;0,3665;1,125;0,20969;326,01
22,10000;0,3682;1,126;0,21052;326,40
22,20000;0,3697;1,127;0,21137;326,66
22,30000;0,3715;1,129;0,21230;327,16
22,40000;0,3734;1,130;0,21333;327,54
22,50000;0,3750;1,132;0,21419;328,10
22,60000;0,3765;1,134;0,21508;328,80
22,70000;0,3782;1,138;0,21589;329,74
22,80000;0,3797;1,139;0,21679;330,18
22,90000;0,3814;1,142;0,21759;330,89
23,00000;0,3833;1,145;0,21863;331,97
23,10000;0,3850;1,145;0,21959;332,03
23,20000;0,3865;1,151;0,22048;333,53
23,30000;0,3883;1,154;0,22135;334,52
23,40000;0,3898;1,157;0,22224;335,39
23,50000;0,3914;1,159;0,22303;336,07
23,60000;0,3932;1,162;0,22402;336,90
23,70000;0,3950;1,166;0,22498;337,86
23,80000;0,3966;1,171;0,22592;339,35
23,90000;0,3982;1,174;0,22679;340,39
24,00000;0,3998;1,180;0,22764;342,00
24,10000;0,4013;1,186;0,22846;343,78
24,20000;0,4031;1,193;0,22934;345,92
24,30000;0,4050;1,198;0,23033;347,12
24,40000;0,4066;1,206;0,23137;349,44
24,50000;0,4082;1,211;0,23220;351,08
24,60000;0,4099;1,217;0,23305;352,78
24,70000;0,4115;1,223;0,23392;354,57
24,80000;0,4131;1,228;0,23470;356,04
24,90000;0,4149;1,234;0,23564;357,65
25,00000;0,4167;1,239;0,23666;359,24
25,10000;0,4182;1,243;0,23756;360,27
25,20000;0,4199;1,250;0,23839;362,28
25,30000;0,4215;1,253;0,23921;363,20
25,40000;0,4231;1,259;0,24012;364,80
25,50000;0,4247;1,264;0,24098;366,38
25,60000;0,4266;1,269;0,24197;367,95
25,70000;0,4282;1,272;0,24289;368,82
25,80000;0,4299;1,276;0,24370;369,91
25,90000;0,4315;1,281;0,24465;371,34
26,00000;0,4331;1,287;0,24545;373,12
26,10000;0,4347;1,292;0,24633;374,37
26,20000;0,4366;1,297;0,24734;375,93
26,30000;0,4384;1,302;0,24837;377,44
26,40000;0,4399;1,304;0,24916;377,87
26,50000;0,4415;1,309;0,24995;379,51
26,60000;0,4432;1,315;0,25088;381,22
26,70000;0,4448;1,321;0,25179;382,90
26,80000;0,4465;1,327;0,25263;384,74
26,90000;0,4483;1,332;0,25366;386,10
27,00000;0,4499;1,339;0,25447;388,11
27,10000;0,4515;1,346;0,25543;390,26
27,20000;0,4532;1,353;0,25620;392,25
27,30000;0,4547;1,360;0,25706;394,13
27,40000;0,4563;1,366;0,25790;395,98
27,50000;0,4582;1,369;0,25895;396,87
27,60000;0,4600;1,375;0,25989;398,55
27,70000;0,4616;1,378;0,26079;399,50
27,80000;0,4632;1,383;0,26164;400,76
27,90000;0,4649;1,387;0,26251;402,05
28,00000;0,4664;1,390;0,26325;402,77
28,10000;0,4682;1,392;0,26417;403,58
28,20000;0,4700;1,397;0,26520;404,85
28,30000;0,4716;1,400;0,26611;405,75
28,40000;0,4732;1,404;0,26690;406,93
28,50000;0,4748;1,412;0,26778;409,38
28,60000;0,4764;1,411;0,26859;408,85
28,70000;0,4781;1,416;0,26940;410,56
28,80000;0,4800;1,422;0,27048;412,17
28,90000;0,4817;1,427;0,27147;413,62
29,00000;0,4832;1,431;0,27222;414,91
29,10000;0,4849;1,435;0,27318;415,80
29,20000;0,4865;1,439;0,27398;417,09
29,30000;0,4880;1,442;0,27478;417,83
29,40000;0,4899;1,448;0,27570;419,68
29,50000;0,4917;1,456;0,27676;421,89
29,60000;0,4933;1,454;0,27753;421,59
29,70000;0,4949;1,463;0,27844;424,16
29,80000;0,4966;1,464;0,27930;424,46
29,90000;0,4980;1,467;0,28008;425,23
30,00000;0,4998;1,471;0,28090;426,30
30,10000;0,5016;1,476;0,28197;427,91
30,20000;0,5033;1,479;0,28290;428,65
30,30000;0,5049;1,482;0,28374;429,61
30,40000;0,5066;1,486;0,28455;430,66
30,50000;0,5081;1,489;0,28543;431,54
30,60000;0,5097;1,493;0,28630;432,86
30,70000;0,5116;1,500;0,28719;434,66
30,80000;0,5133;1,506;0,28818;436,54
30,90000;0,5149;1,515;0,28899;439,19
31,00000;0,5166;1,520;0,28980;440,64
31,10000;0,5182;1,527;0,29074;442,74
31,20000;0,5196;1,533;0,29153;444,26
31,30000;0,5214;1,538;0,29243;445,89
31,40000;0,5233;1,548;0,29337;448,67
31,50000;0,5250;1,552;0,29438;449,79
31,60000;0,5266;1,555;0,29517;450,68
31,70000;0,5282;1,560;0,29593;452,31
31,80000;0,5297;1,563;0,29677;452,92
31,90000;0,5314;1,570;0,29761;454,98
32,00000;0,5332;1,573;0,29863;456,06
32,10000;0,5350;1,579;0,29957;457,56
32,20000;0,5366;1,585;0,30038;459,37
32,30000;0,5383;1,589;0,30127;460,63
32,40000;0,5398;1,597;0,30213;462,84
32,50000;0,5414;1,602;0,30295;464,24
32,60000;0,5432;1,608;0,30379;466,16
32,70000;0,5450;1,616;0,30474;468,30
32,80000;0,5466;1,618;0,30554;469,08
32,90000;0,5482;1,624;0,30643;470,67
33,00000;0,5498;1,628;0,30727;471,89
33,10000;0,5514;1,630;0,30825;472,50
33,20000;0,5531;1,633;0,30908;473,29
33,30000;0,5550;1,639;0,30994;474,94
33,40000;0,5566;1,640;0,31086;475,25
33,50000;0,5582;1,645;0,31168;476,73
33,60000;0,5599;1,649;0,31254;477,93
33,70000;0,5614;1,654;0,31340;479,29
33,80000;0,5631;1,659;0,31423;480,92
33,90000;0,5649;1,666;0,31512;483,02
34,00000;0,5667;1,675;0,31612;485,63
34,10000;0,5683;1,681;0,31693;487,36
34,20000;0,5699;1,685;0,31774;488,53
34,30000;0,5714;1,688;0,31852;489,29
34,40000;0,5730;1,693;0,31942;490,65
34,50000;0,5748;1,698;0,32024;492,30
34,60000;0,5766;1,701;0,32122;492,99
34,70000;0,5783;1,705;0,32208;494,11
34,80000;0,5799;1,707;0,32290;494,68
34,90000;0,5816;1,710;0,32380;495,70
35,00000;0,5832;1,711;0,32464;496,00
35,10000;0,5847;1,717;0,32539;497,57
35,20000;0,5865;1,718;0,32631;498,03
35,30000;0,5883;1,720;0,32729;498,66
35,40000;0,5899;1,723;0,32815;499,46
35,50000;0,5915;1,726;0,32899;500,25
35,60000;0,5931;1,729;0,32975;501,05
35,70000;0,5947;1,729;0,33058;501,23
35,80000;0,5964;1,731;0,33149;501,86
35,90000;0,5983;1,733;0,33255;502,31
36,00000;0,6000;1,735;0,33343;503,00
36,10000;0,6016;1,736;0,33427;503,22
36,20000;0,6032;1,737;0,33512;503,53
36,30000;0,6047;1,738;0,33585;503,77
36,40000;0,6064;1,740;0,33668;504,27
36,50000;0,6083;1,741;0,33759;504,57
36,60000;0,6101;1,744;0,33856;505,38
36,70000;0,6116;1,745;0,33930;505,85
36,80000;0,6132;1,747;0,34008;506,40
36,90000;0,6148;1,749;0,34101;507,09
37,00000;0,6164;1,754;0,34176;508,32
37,10000;0,6181;1,756;0,34265;509,05
37,20000;0,6199;1,761;0,34358;510,57
37,30000;0,6216;1,768;0,34448;512,47
37,40000;0,6232;1,773;0,34524;514,02
37,50000;0,6249;1,780;0,34611;515,82
37,60000;0,6264;1,789;0,34690;518,68
37,70000;0,6281;1,797;0,34778;520,97
37,80000;0,6300;1,808;0,34872;524,00
37,90000;0,6317;1,817;0,34968;526,75
38,00000;0,6332;1,824;0,35044;528,84
38,10000;0,6350;1,834;0,35130;531,70
38,20000;0,6365;1,843;0,35211;534,17
38,30000;0,6380;1,848;0,35293;535,63
38,40000;0,6399;1,858;0,35378;538,44
38,50000;0,6417;1,863;0,35477;540,02
38,60000;0,6433;1,872;0,35567;542,51
38,70000;0,6449;1,874;0,35642;543,18
38,80000;0,6465;1,881;0,35730;545,23
38,90000;0,6480;1,886;0,35808;546,54
39,00000;0,6498;1,891;0,35885;548,01
39,10000;0,6516;1,899;0,35981;550,44
39,20000;0,6533;1,903;0,36071;551,47
39,30000;0,6549;1,910;0,36156;553,68
39,40000;0,6566;1,915;0,36230;555,11
39,50000;0,6581;1,919;0,36312;556,26
39,60000;0,6598;1,927;0,36391;558,42
39,70000;0,6616;1,933;0,36477;560,27
39,80000;0,6633;1,938;0,36573;561,82
39,90000;0,6649;1,947;0,36657;564,26
40,00000;0,6665;1,952;0,36735;565,81
40,10000;0,6681;1,957;0,36821;567,19
40,20000;0,6697;1,963;0,36896;569,01
40,30000;0,6714;1,970;0,36983;571,07
40,40000;0,6733;1,977;0,37074;573,13
40,50000;0,6749;1,987;0,37166;575,91
40,60000;0,6766;1,995;0,37244;578,29
40,70000;0,6782;2,002;0,37327;580,20
40,80000;0,6798;2,005;0,37414;581,22
40,90000;0,6815;2,011;0,37488;582,81
41,00000;0,6832;2,016;0,37580;584,37
41,10000;0,6850;2,019;0,37681;585,27
41,20000;0,6866;2,024;0,37764;586,61
41,30000;0,6882;2,026;0,37838;587,31
41,40000;0,6898;2,030;0,37915;588,53
41,50000;0,6913;2,031;0,38005;588,79
41,60000;0,6931;2,034;0,38082;589,61
41,70000;0,6950;2,036;0,38182;590,26
41,80000;0,6967;2,041;0,38264;591,62
41,90000;0,6983;2,043;0,38349;592,25
42,00000;0,6999;2,046;0,38438;592,97
42,10000;0,7015;2,048;0,38514;593,66
42,20000;0,7030;2,051;0,38593;594,59
42,30000;0,7048;2,055;0,38681;595,65
42,40000;0,7066;2,056;0,38777;595,88
42,50000;0,7082;2,058;0,38854;596,43
42,60000;0,7099;2,059;0,38933;596,90
42,70000;0,7114;2,060;0,39019;597,09
42,80000;0,7131;2,062;0,39104;597,63
42,90000;0,7148;2,062;0,39193;597,75
43,00000;0,7167;2,063;0,39295;598,00
43,10000;0,7183;2,063;0,39385;598,01
43,20000;0,7199;2,064;0,39457;598,33
43,30000;0,7215;2,065;0,39542;598,45
43,40000;0,7231;2,065;0,39617;598,49
43,50000;0,7247;2,065;0,39697;598,67
43,60000;0,7267;2,067;0,39785;599,14
43,70000;0,7284;2,069;0,39881;599,62
43,80000;0,7299;2,069;0,39959;599,85
43,90000;0,7316;2,073;0,40041;600,82
44,00000;0,7332;2,076;0,40119;601,81
44,10000;0,7347;2,079;0,40191;602,48
44,20000;0,7365;2,083;0,40275;603,79
44,30000;0,7383;2,088;0,40370;605,27
44,40000;0,7399;2,096;0,40454;607,58
44,50000;0,7415;2,106;0,40530;610,38
44,60000;0,7432;2,111;0,40613;611,81
44,70000;0,7448;2,118;0,40691;613,78
44,80000;0,7464;2,122;0,40779;615,07
44,90000;0,7483;2,133;0,40865;618,21
45,00000;0,7500;2,138;0,40959;619,71
45,10000;0,7516;2,146;0,41036;622,10
45,20000;0,7533;2,148;0,41118;622,60
45,30000;0,7548;2,152;0,41194;623,66
45,40000;0,7564;2,158;0,41273;625,44
45,50000;0,7581;2,161;0,41362;626,33
45,60000;0,7600;2,169;0,41459;628,63
45,70000;0,7616;2,171;0,41543;629,32
45,80000;0,7632;2,176;0,41624;630,58
45,90000;0,7648;2,182;0,41706;632,55
46,00000;0,7664;2,187;0,41786;633,98
46,10000;0,7681;2,191;0,41871;635,02
46,20000;0,7700;2,198;0,41963;637,02
46,30000;0,7717;2,205;0,42041;639,21
46,40000;0,7732;2,207;0,42119;639,60
46,50000;0,7749;2,213;0,42199;641,53
46,60000;0,7764;2,217;0,42281;642,55
46,70000;0,7781;2,221;0,42361;643,72
46,80000;0,7800;2,227;0,42450;645,61
46,90000;0,7817;2,230;0,42543;646,51
47,00000;0,7832;2,236;0,42614;648,21
47,10000;0,7849;2,242;0,42691;649,85
47,20000;0,7865;2,249;0,42775;651,83
47,30000;0,7880;2,254;0,42857;653,45
47,40000;0,7897;2,260;0,42935;655,05
47,50000;0,7916;2,274;0,43043;659,09
47,60000;0,7933;2,281;0,43129;661,29
47,70000;0,7949;2,292;0,43204;664,49
47,80000;0,7966;2,301;0,43289;667,06
47,90000;0,7981;2,306;0,43356;668,27
48,00000;0,7998;2,314;0,43441;670,59
48,10000;0,8016;2,322;0,43523;672,97
48,20000;0,8033;2,325;0,43613;674,01
48,30000;0,8049;2,332;0,43696;675,84
48,40000;0,8066;2,337;0,43786;677,50
48,50000;0,8081;2,342;0,43863;678,82
48,60000;0,8096;2,344;0,43941;679,32
48,70000;0,8114;2,348;0,44023;680,72
48,80000;0,8133;2,353;0,44113;682,01
48,90000;0,8149;2,359;0,44206;683,63
49,00000;0,8166;2,361;0,44281;684,48
49,10000;0,8182;2,365;0,44357;685,62
49,20000;0,8197;2,369;0,44433;686,59
49,30000;0,8214;2,371;0,44515;687,21
49,40000;0,8233;2,373;0,44609;687,92
49,50000;0,8250;2,377;0,44700;688,93
49,60000;0,8266;2,378;0,44774;689,41
49,70000;0,8282;2,383;0,44852;690,65
49,80000;0,8298;2,384;0,44930;691,10
49,90000;0,8314;2,385;0,45008;691,18
50,00000;0,8332;2,388;0,45085;692,23
50,10000;0,8350;2,390;0,45181;692,70
50,20000;0,8366;2,392;0,45263;693,46
50,30000;0,8382;2,396;0,45340;694,56
50,40000;0,8399;2,398;0,45425;695,22
50,50000;0,8415;2,402;0,45495;696,22
50,60000;0,8431;2,404;0,45573;696,90
50,70000;0,8450;2,409;0,45664;698,34
50,80000;0,8467;2,411;0,45758;698,93
50,90000;0,8483;2,418;0,45829;700,98
51,00000;0,8498;2,423;0,45909;702,23
51,10000;0,8514;2,428;0,45989;703,84
51,20000;0,8530;2,433;0,46067;705,24
51,30000;0,8548;2,441;0,46149;707,56
51,40000;0,8566;2,449;0,46238;709,79
51,50000;0,8583;2,455;0,46315;711,67
51,60000;0,8598;2,463;0,46396;713,97
51,70000;0,8615;2,472;0,46477;716,65
51,80000;0,8631;2,477;0,46550;717,83
51,90000;0,8648;2,487;0,46633;720,75
52,00000;0,8666;2,492;0,46725;722,29
52,10000;0,8683;2,496;0,46819;723,46
52,20000;0,8699;2,503;0,46888;725,57
52,30000;0,8716;2,508;0,46969;726,92
52,40000;0,8732;2,512;0,47045;728,23
52,50000;0,8747;2,514;0,47122;728,72
52,60000;0,8765;2,517;0,47204;729,66
52,70000;0,8783;2,520;0,47298;730,43
52,80000;0,8799;2,522;0,47379;730,93
52,90000;0,8815;2,524;0,47459;731,55
53,00000;0,8831;2,525;0,47538;731,87
53,10000;0,8847;2,528;0,47620;732,67
53,20000;0,8864;2,530;0,47692;733,35
53,30000;0,8883;2,532;0,47790;733,94
53,40000;0,8900;2,536;0,47881;735,05
53,50000;0,8915;2,538;0,47958;735,71
53,60000;0,8932;2,544;0,48029;737,26
53,70000;0,8948;2,545;0,48104;737,58
53,80000;0,8964;2,550;0,48180;739,05
53,90000;0,8983;2,556;0,48261;740,87
54,00000;0,9001;2,560;0,48356;742,05
54,10000;0,9016;2,566;0,48429;743,77
54,20000;0,9032;2,576;0,48502;746,59
54,30000;0,9048;2,583;0,48582;748,63
54,40000;0,9063;2,591;0,48658;750,98
54,50000;0,9081;2,598;0,48736;752,93
54,60000;0,9100;2,604;0,48827;754,89
54,70000;0,9116;2,611;0,48911;756,88
54,80000;0,9133;2,616;0,48984;758,34
54,90000;0,9149;2,620;0,49071;759,48
55,00000;0,9165;2,624;0,49136;760,59
55,10000;0,9181;2,627;0,49214;761,51
55,20000;0,9199;2,630;0,49300;762,31
55,30000;0,9217;2,633;0,49390;763,11
55,40000;0,9232;2,636;0,49456;763,93
55,50000;0,9249;2,637;0,49552;764,36
55,60000;0,9265;2,639;0,49622;765,02
55,70000;0,9280;2,641;0,49697;765,51
55,80000;0,9298;2,642;0,49788;765,84
55,90000;0,9317;2,645;0,49872;766,64
56,00000;0,9333;2,647;0,49960;767,19
56,10000;0,9349;2,649;0,50028;767,78
56,20000;0,9365;2,651;0,50112;768,40
56,30000;0,9381;2,653;0,50188;768,88
56,40000;0,9397;2,655;0,50264;769,69
56,50000;0,9416;2,659;0,50346;770,66
56,60000;0,9433;2,662;0,50443;771,48
56,70000;0,9449;2,667;0,50517;773,10
56,80000;0,9465;2,671;0,50587;774,24
56,88800;0,9479;2,674;0,50660;775,07
56,98800;0,9495;2,679;0,50732;776,53
57,08800;0,9513;2,681;0,50813;777,10
57,18800;0,9531;2,686;0,50904;778,50
57,28800;0,9547;2,692;0,50983;780,35
57,38800;0,9563;2,694;0,51058;780,96
57,48800;0,9580;2,699;0,51139;782,24
57,58800;0,9595;2,703;0,51211;783,39
57,68800;0,9612;2,707;0,51291;784,52
57,78800;0,9631;2,712;0,51378;786,02
57,88800;0,9648;2,717;0,51470;787,44
57,98800;0,9663;2,720;0,51542;788,49
58,08800;0,9681;2,727;0,51623;790,49
58,18800;0,9696;2,735;0,51701;792,78
58,28800;0,9712;2,741;0,51775;794,59
58,38800;0,9730;2,750;0,51855;797,10
58,48800;0,9748;2,758;0,51940;799,54
58,58800;0,9764;2,764;0,52024;801,21
58,68800;0,9781;2,773;0,52104;803,76
58,78800;0,9797;2,777;0,52187;805,06
58,88800;0,9811;2,785;0,52255;807,30
58,98800;0,9829;2,792;0,52320;809,33
59,08800;0,9848;2,797;0,52422;810,87
59,18800;0,9865;2,803;0,52508;812,39
59,28800;0,9880;2,808;0,52578;813,97
59,38800;0,9897;2,815;0,52656;816,02
59,48800;0,9913;2,824;0,52734;818,41
59,58800;0,9929;2,829;0,52803;820,13
59,68800;0,9946;2,835;0,52886;821,70
