Texteingaben : Proben-beschriftung;"dpp-PUL6-1"
Allgemein : Startdatum;16.08.2018 16:07:51
Abmessung : Querschnitt;3,45000;mm^2

Zeit;Traversenweg;Last;Dehnung 1;Zugspannung
7,20000;0,1199;0,423;0,06571;122,64
7,30000;0,1214;0,429;0,06650;124,39
7,40000;0,1233;0,437;0,06745;126,74
7,50000;0,1251;0,445;0,06837;128,89
7,60000;0,1267;0,449;0,06926;130,09
7,70000;0,1284;0,456;0,07021;132,05
7,80000;0,1300;0,457;0,07107;132,54
7,90000;0,1315;0,462;0,07187;134,02
8,00000;0,1333;0,466;0,07280;134,96
8,10000;0,1351;0,470;0,07381;136,13
8,20000;0,1368;0,472;0,07469;136,74
8,30000;0,1383;0,473;0,07542;137,08
8,40000;0,1400;0,474;0,07628;137,43
8,50000;0,1415;0,478;0,07707;138,45
8,60000;0,1431;0,478;0,07796;138,60
8,70000;0,1450;0,480;0,07890;139,10
8,80000;0,1468;0,482;0,07998;139,62
8,90000;0,1484;0,484;0,08082;140,16
9,00000;0,1500;0,485;0,08170;140,67
9,10000;0,1516;0,487;0,08248;141,06
9,20000;0,1531;0,489;0,08320;141,68
9,30000;0,1549;0,492;0,08409;142,65
9,40000;0,1568;0,494;0,08505;143,23
9,50000;0,1584;0,497;0,08609;143,98
9,60000;0,1601;0,500;0,08684;144,96
9,70000;0,1617;0,504;0,08774;146,11
9,80000;0,1632;0,509;0,08851;147,40
9,90000;0,1649;0,510;0,08937;147,90
10,00000;0,1667;0,518;0,09036;150,23
10,10000;0,1685;0,520;0,09123;150,63
10,20000;0,1700;0,531;0,09207;153,98
10,30000;0,1717;0,534;0,09288;154,73
10,40000;0,1732;0,540;0,09373;156,38
10,50000;0,1749;0,546;0,09445;158,37
10,60000;0,1767;0,551;0,09538;159,58
10,70000;0,1785;0,563;0,09642;163,11
10,80000;0,1800;0,569;0,09722;165,03
10,90000;0,1817;0,575;0,09803;166,58
11,00000;0,1833;0,583;0,09886;168,99
11,10000;0,1848;0,592;0,09965;171,73
11,20000;0,1865;0,599;0,10052;173,77
11,30000;0,1884;0,611;0,10145;177,03
11,40000;0,1901;0,617;0,10236;178,97
11,50000;0,1917;0,625;0,10328;181,02
11,60000;0,1933;0,632;0,10411;183,05
11,70000;0,1948;0,636;0,10492;184,26
11,80000;0,1965;0,639;0,10575;185,33
11,90000;0,1984;0,645;0,10665;186,91
12,00000;0,2001;0,648;0,10767;187,92
12,10000;0,2017;0,652;0,10853;188,96
12,20000;0,2034;0,656;0,10931;190,19
12,30000;0,2050;0,662;0,11022;191,81
12,40000;0,2065;0,665;0,11107;192,74
12,50000;0,2083;0,669;0,11192;193,78
12,60000;0,2102;0,672;0,11289;194,75
12,70000;0,2117;0,677;0,11369;196,15
12,80000;0,2134;0,681;0,11458;197,44
12,90000;0,2150;0,684;0,11544;198,30
13,00000;0,2166;0,689;0,11629;199,85
13,10000;0,2182;0,691;0,11706;200,30
13,20000;0,2200;0,699;0,11800;202,47
13,30000;0,2218;0,702;0,11898;203,58
13,40000;0,2234;0,710;0,11978;205,74
13,50000;0,2250;0,715;0,12068;207,30
13,60000;0,2266;0,724;0,12148;209,72
13,70000;0,2282;0,730;0,12220;211,51
13,80000;0,2300;0,736;0,12313;213,35
13,90000;0,2318;0,746;0,12405;216,20
14,00000;0,2335;0,758;0,12513;219,57
14,10000;0,2350;0,761;0,12597;220,67
14,20000;0,2366;0,772;0,12686;223,89
14,30000;0,2381;0,776;0,12759;224,82
14,40000;0,2398;0,780;0,12841;226,16
14,50000;0,2417;0,785;0,12937;227,41
14,60000;0,2434;0,787;0,13033;228,02
14,70000;0,2451;0,788;0,13118;228,51
14,80000;0,2467;0,791;0,13191;229,17
14,90000;0,2483;0,792;0,13287;229,48
15,00000;0,2498;0,793;0,13365;229,78
15,10000;0,2516;0,794;0,13449;230,17
15,20000;0,2535;0,796;0,13554;230,79
15,30000;0,2551;0,797;0,13639;231,00
15,40000;0,2567;0,798;0,13721;231,39
15,50000;0,2583;0,800;0,13810;231,99
15,60000;0,2599;0,802;0,13877;232,47
15,70000;0,2615;0,803;0,13966;232,88
15,80000;0,2634;0,807;0,14068;234,00
15,90000;0,2651;0,810;0,14163;234,83
16,00000;0,2667;0,813;0,14244;235,77
16,10000;0,2683;0,815;0,14329;236,33
16,20000;0,2699;0,817;0,14407;236,87
16,30000;0,2715;0,821;0,14492;238,01
16,40000;0,2733;0,823;0,14585;238,67
16,50000;0,2752;0,825;0,14686;239,22
16,60000;0,2768;0,829;0,14769;240,22
16,70000;0,2783;0,830;0,14851;240,45
16,80000;0,2800;0,833;0,14939;241,45
16,90000;0,2815;0,835;0,15019;242,09
17,00000;0,2833;0,837;0,15102;242,69
17,10000;0,2850;0,842;0,15203;243,94
17,20000;0,2867;0,845;0,15299;244,86
17,30000;0,2883;0,848;0,15385;245,94
17,40000;0,2901;0,855;0,15473;247,87
17,50000;0,2915;0,860;0,15544;249,14
17,60000;0,2932;0,868;0,15635;251,67
17,70000;0,2951;0,875;0,15727;253,58
17,80000;0,2968;0,886;0,15821;256,76
17,90000;0,2983;0,890;0,15904;257,90
18,00000;0,3001;0,897;0,15990;260,02
18,10000;0,3016;0,901;0,16076;261,16
18,20000;0,3032;0,907;0,16150;262,84
18,30000;0,3050;0,912;0,16238;264,43
18,40000;0,3068;0,919;0,16337;266,43
18,50000;0,3084;0,923;0,16421;267,58
18,60000;0,3100;0,929;0,16502;269,22
18,70000;0,3117;0,935;0,16592;270,98
18,80000;0,3131;0,941;0,16670;272,77
18,90000;0,3148;0,946;0,16754;274,33
19,00000;0,3167;0,955;0,16858;276,93
19,10000;0,3185;0,962;0,16949;278,87
19,20000;0,3201;0,971;0,17026;281,46
19,30000;0,3217;0,975;0,17105;282,64
19,40000;0,3232;0,984;0,17191;285,22
19,50000;0,3249;0,991;0,17272;287,37
19,60000;0,3267;0,998;0,17359;289,33
19,70000;0,3285;1,006;0,17461;291,58
19,80000;0,3300;1,014;0,17547;294,06
19,90000;0,3316;1,021;0,17629;295,83
20,00000;0,3333;1,027;0,17712;297,55
20,10000;0,3348;1,033;0,17799;299,48
20,20000;0,3365;1,043;0,17870;302,38
20,30000;0,3384;1,052;0,17976;304,84
20,40000;0,3401;1,062;0,18063;307,92
20,50000;0,3417;1,068;0,18137;309,43
20,60000;0,3433;1,077;0,18232;312,09
20,70000;0,3450;1,084;0,18311;314,29
20,80000;0,3466;1,090;0,18393;316,00
20,90000;0,3483;1,099;0,18476;318,47
21,00000;0,3501;1,104;0,18570;320,07
21,10000;0,3517;1,107;0,18657;320,82
21,20000;0,3534;1,111;0,18734;321,91
21,30000;0,3549;1,114;0,18817;322,77
21,40000;0,3565;1,116;0,18891;323,41
21,50000;0,3582;1,118;0,18985;324,15
21,60000;0,3601;1,118;0,19084;324,19
21,70000;0,3618;1,121;0,19172;324,86
21,80000;0,3634;1,122;0,19256;325,26
21,90000;0,3650;1,124;0,19342;325,69
22,00000;0,3666;1,125;0,19429;326,04
22,10000;0,3682;1,126;0,19508;326,36
22,20000;0,3700;1,127;0,19593;326,74
22,30000;0,3718;1,130;0,19690;327,41
22,40000;0,3734;1,131;0,19784;327,94
22,50000;0,3750;1,133;0,19862;328,46
22,60000;0,3767;1,134;0,19949;328,64
22,70000;0,3782;1,136;0,20026;329,39
22,80000;0,3799;1,139;0,20111;330,23
22,90000;0,3818;1,141;0,20216;330,78
23,00000;0,3834;1,145;0,20308;332,00
23,10000;0,3850;1,148;0,20391;332,87
23,20000;0,3867;1,152;0,20467;333,86
23,30000;0,3882;1,153;0,20552;334,25
23,40000;0,3898;1,158;0,20634;335,65
23,50000;0,3918;1,163;0,20732;337,08
23,60000;0,3935;1,165;0,20825;337,61
23,70000;0,3951;1,169;0,20907;338,82
23,80000;0,3967;1,174;0,21000;340,28
23,90000;0,3983;1,178;0,21084;341,54
24,00000;0,3998;1,182;0,21160;342,70
24,10000;0,4016;1,187;0,21247;343,94
24,20000;0,4034;1,195;0,21343;346,41
24,30000;0,4050;1,203;0,21430;348,63
24,40000;0,4066;1,209;0,21507;350,31
24,50000;0,4083;1,216;0,21592;352,56
24,60000;0,4099;1,222;0,21674;354,22
24,70000;0,4115;1,228;0,21753;355,90
24,80000;0,4134;1,231;0,21846;356,90
24,90000;0,4151;1,238;0,21940;358,94
25,00000;0,4167;1,244;0,22030;360,60
25,10000;0,4184;1,248;0,22110;361,62
25,20000;0,4200;1,252;0,22195;363,02
25,30000;0,4215;1,259;0,22272;365,05
25,40000;0,4233;1,263;0,22355;366,03
25,50000;0,4252;1,269;0,22454;367,86
25,60000;0,4267;1,274;0,22534;369,25
25,70000;0,4283;1,276;0,22621;370,00
25,80000;0,4300;1,281;0,22701;371,28
25,90000;0,4315;1,286;0,22778;372,70
26,00000;0,4332;1,290;0,22864;374,02
26,10000;0,4351;1,296;0,22967;375,58
26,20000;0,4368;1,301;0,23064;377,14
26,30000;0,4383;1,304;0,23136;378,07
26,40000;0,4401;1,309;0,23219;379,56
26,50000;0,4416;1,314;0,23296;380,93
26,60000;0,4432;1,319;0,23378;382,19
26,70000;0,4450;1,326;0,23471;384,48
26,80000;0,4469;1,337;0,23572;387,52
26,90000;0,4483;1,342;0,23649;389,03
27,00000;0,4501;1,348;0,23723;390,83
27,10000;0,4516;1,354;0,23809;392,36
27,20000;0,4531;1,362;0,23886;394,71
27,30000;0,4548;1,366;0,23974;396,01
27,40000;0,4567;1,371;0,24073;397,47
27,50000;0,4584;1,377;0,24157;399,02
27,60000;0,4600;1,380;0,24238;400,04
27,70000;0,4617;1,385;0,24326;401,57
27,80000;0,4632;1,386;0,24406;401,87
27,90000;0,4649;1,390;0,24484;402,80
28,00000;0,4667;1,394;0,24578;404,16
28,10000;0,4685;1,398;0,24669;405,19
28,20000;0,4700;1,403;0,24748;406,62
28,30000;0,4717;1,406;0,24828;407,65
28,40000;0,4733;1,410;0,24911;408,61
28,50000;0,4748;1,415;0,24992;410,08
28,60000;0,4766;1,418;0,25072;411,12
28,70000;0,4784;1,424;0,25169;412,88
28,80000;0,4801;1,431;0,25254;414,91
28,90000;0,4817;1,432;0,25345;415,10
29,00000;0,4833;1,439;0,25429;416,98
29,10000;0,4848;1,443;0,25505;418,37
29,20000;0,4865;1,448;0,25585;419,66
29,30000;0,4884;1,452;0,25685;420,85
29,40000;0,4902;1,459;0,25779;422,88
29,50000;0,4917;1,461;0,25860;423,55
29,60000;0,4934;1,465;0,25948;424,67
29,70000;0,4949;1,470;0,26023;426,05
29,80000;0,4966;1,473;0,26107;427,07
29,90000;0,4983;1,475;0,26184;427,50
30,00000;0,5001;1,481;0,26274;429,23
30,10000;0,5017;1,483;0,26363;429,85
30,20000;0,5034;1,487;0,26441;431,12
30,30000;0,5049;1,492;0,26520;432,49
30,40000;0,5065;1,496;0,26606;433,65
30,50000;0,5082;1,501;0,26677;435,21
30,60000;0,5102;1,509;0,26773;437,38
30,70000;0,5118;1,517;0,26858;439,72
30,80000;0,5134;1,523;0,26945;441,48
30,90000;0,5150;1,531;0,27026;443,76
31,00000;0,5166;1,536;0,27105;445,28
31,10000;0,5182;1,542;0,27182;446,83
31,20000;0,5200;1,548;0,27276;448,75
31,30000;0,5218;1,553;0,27385;450,12
31,40000;0,5234;1,557;0,27461;451,35
31,50000;0,5250;1,562;0,27539;452,83
31,60000;0,5266;1,565;0,27618;453,62
31,70000;0,5282;1,570;0,27695;455,11
31,80000;0,5299;1,578;0,27785;457,39
31,90000;0,5318;1,581;0,27878;458,32
32,00000;0,5334;1,590;0,27961;460,75
32,10000;0,5350;1,598;0,28045;463,09
32,20000;0,5368;1,603;0,28126;464,60
32,30000;0,5383;1,608;0,28212;466,05
32,40000;0,5398;1,612;0,28280;467,18
32,50000;0,5417;1,617;0,28370;468,79
32,60000;0,5435;1,622;0,28462;470,24
32,70000;0,5451;1,628;0,28542;471,98
32,80000;0,5466;1,631;0,28621;472,65
32,90000;0,5482;1,634;0,28713;473,76
33,00000;0,5498;1,637;0,28785;474,45
33,10000;0,5516;1,641;0,28875;475,59
33,20000;0,5535;1,646;0,28976;477,04
33,30000;0,5551;1,652;0,29065;478,90
33,40000;0,5566;1,659;0,29141;480,78
33,50000;0,5583;1,663;0,29220;482,06
33,60000;0,5599;1,670;0,29296;484,16
33,70000;0,5615;1,675;0,29377;485,43
33,80000;0,5634;1,680;0,29468;487,04
33,90000;0,5652;1,689;0,29563;489,43
34,00000;0,5667;1,690;0,29640;489,78
34,10000;0,5683;1,694;0,29716;491,11
34,20000;0,5699;1,699;0,29800;492,42
34,30000;0,5715;1,701;0,29878;493,11
34,40000;0,5732;1,704;0,29956;494,01
34,50000;0,5751;1,709;0,30046;495,47
34,60000;0,5767;1,711;0,30133;496,01
34,70000;0,5784;1,714;0,30227;496,79
34,80000;0,5800;1,717;0,30307;497,67
34,90000;0,5815;1,720;0,30394;498,59
35,00000;0,5832;1,722;0,30474;499,21
35,10000;0,5851;1,725;0,30563;500,13
35,20000;0,5868;1,728;0,30654;500,82
35,30000;0,5883;1,730;0,30725;501,50
35,40000;0,5900;1,731;0,30815;501,86
35,50000;0,5916;1,733;0,30902;502,28
35,60000;0,5932;1,735;0,30967;502,80
35,70000;0,5950;1,736;0,31055;503,06
35,80000;0,5968;1,737;0,31147;503,42
35,90000;0,5983;1,738;0,31223;503,87
36,00000;0,6000;1,740;0,31309;504,30
36,10000;0,6016;1,741;0,31385;504,68
36,20000;0,6031;1,743;0,31454;505,14
36,30000;0,6049;1,745;0,31541;505,72
36,40000;0,6068;1,748;0,31630;506,79
36,50000;0,6084;1,751;0,31716;507,48
36,60000;0,6100;1,755;0,31789;508,84
36,70000;0,6116;1,759;0,31868;509,71
36,80000;0,6132;1,764;0,31944;511,19
36,90000;0,6149;1,767;0,32024;512,20
37,00000;0,6167;1,777;0,32110;515,20
37,10000;0,6184;1,783;0,32203;516,85
37,20000;0,6200;1,792;0,32275;519,56
37,30000;0,6217;1,801;0,32366;522,13
37,40000;0,6232;1,811;0,32445;524,98
37,50000;0,6248;1,821;0,32522;527,68
37,60000;0,6266;1,832;0,32609;530,88
37,70000;0,6284;1,838;0,32705;532,79
37,80000;0,6300;1,845;0,32793;534,71
37,90000;0,6317;1,855;0,32869;537,61
38,00000;0,6334;1,861;0,32947;539,29
38,10000;0,6349;1,866;0,33034;540,88
38,20000;0,6365;1,872;0,33111;542,47
38,30000;0,6384;1,879;0,33201;544,68
38,40000;0,6401;1,885;0,33293;546,33
38,50000;0,6417;1,891;0,33370;548,20
38,60000;0,6433;1,897;0,33457;549,84
38,70000;0,6449;1,903;0,33537;551,64
38,80000;0,6465;1,907;0,33616;552,76
38,90000;0,6483;1,915;0,33704;555,08
39,00000;0,6501;1,919;0,33800;556,22
39,10000;0,6518;1,926;0,33887;558,38
39,20000;0,6533;1,934;0,33964;560,58
39,30000;0,6550;1,939;0,34045;561,93
39,40000;0,6566;1,946;0,34124;563,98
39,50000;0,6582;1,951;0,34201;565,52
39,60000;0,6600;1,961;0,34301;568,50
39,70000;0,6618;1,968;0,34387;570,48
39,80000;0,6634;1,974;0,34456;572,23
39,90000;0,6650;1,982;0,34540;574,48
40,00000;0,6666;1,990;0,34619;576,78
40,10000;0,6681;1,996;0,34695;578,61
40,20000;0,6699;2,004;0,34786;580,73
40,30000;0,6718;2,010;0,34888;582,67
40,40000;0,6734;2,015;0,34970;583,95
40,50000;0,6750;2,020;0,35052;585,60
40,60000;0,6767;2,022;0,35132;585,97
40,70000;0,6782;2,026;0,35199;587,21
40,80000;0,6799;2,028;0,35290;587,80
40,90000;0,6818;2,031;0,35378;588,55
41,00000;0,6835;2,035;0,35473;589,80
41,10000;0,6850;2,035;0,35551;589,90
41,20000;0,6867;2,041;0,35637;591,71
41,30000;0,6883;2,042;0,35719;591,81
41,40000;0,6898;2,046;0,35787;593,03
41,50000;0,6916;2,048;0,35879;593,55
41,60000;0,6934;2,051;0,35974;594,55
41,70000;0,6951;2,053;0,36048;594,94
41,80000;0,6966;2,055;0,36123;595,75
41,90000;0,6983;2,055;0,36205;595,63
42,00000;0,6999;2,058;0,36281;596,52
42,10000;0,7016;2,059;0,36369;596,89
42,20000;0,7034;2,061;0,36458;597,41
42,30000;0,7051;2,062;0,36546;597,61
42,40000;0,7067;2,063;0,36618;597,91
42,50000;0,7084;2,063;0,36699;597,95
42,60000;0,7099;2,064;0,36777;598,19
42,70000;0,7115;2,064;0,36855;598,27
42,80000;0,7133;2,065;0,36941;598,51
42,90000;0,7152;2,066;0,37041;598,76
43,00000;0,7167;2,067;0,37121;599,04
43,10000;0,7184;2,068;0,37200;599,55
43,20000;0,7199;2,071;0,37288;600,31
43,30000;0,7214;2,075;0,37363;601,31
43,40000;0,7232;2,078;0,37442;602,27
43,50000;0,7252;2,084;0,37533;604,03
43,60000;0,7268;2,087;0,37622;604,98
43,70000;0,7284;2,095;0,37694;607,32
43,80000;0,7300;2,103;0,37784;609,47
43,90000;0,7316;2,109;0,37855;611,18
44,00000;0,7332;2,115;0,37939;613,17
44,10000;0,7350;2,128;0,38027;616,82
44,20000;0,7368;2,131;0,38113;617,77
44,30000;0,7383;2,138;0,38195;619,76
44,40000;0,7400;2,142;0,38261;620,85
44,50000;0,7416;2,147;0,38337;622,24
44,60000;0,7431;2,155;0,38409;624,57
44,70000;0,7449;2,158;0,38484;625,44
44,80000;0,7468;2,163;0,38580;627,08
44,90000;0,7484;2,167;0,38660;628,25
45,00000;0,7500;2,173;0,38734;629,93
45,10000;0,7517;2,181;0,38812;632,13
45,20000;0,7533;2,183;0,38886;632,65
45,30000;0,7548;2,189;0,38952;634,62
45,40000;0,7567;2,197;0,39040;636,71
45,50000;0,7584;2,204;0,39128;638,80
45,60000;0,7600;2,206;0,39194;639,42
45,70000;0,7617;2,213;0,39281;641,45
45,80000;0,7633;2,218;0,39354;642,94
45,90000;0,7648;2,221;0,39423;643,68
46,00000;0,7666;2,225;0,39510;644,82
46,10000;0,7684;2,228;0,39600;645,77
46,20000;0,7701;2,235;0,39688;647,74
46,30000;0,7717;2,241;0,39767;649,54
46,40000;0,7734;2,248;0,39842;651,71
46,50000;0,7749;2,255;0,39923;653,48
46,60000;0,7765;2,263;0,39998;656,05
46,70000;0,7785;2,270;0,40092;658,04
46,80000;0,7802;2,283;0,40177;661,68
46,90000;0,7817;2,289;0,40249;663,41
47,00000;0,7834;2,302;0,40317;667,32
47,10000;0,7849;2,308;0,40396;669,05
47,20000;0,7865;2,313;0,40473;670,38
47,30000;0,7882;2,321;0,40551;672,71
47,40000;0,7901;2,327;0,40650;674,48
47,50000;0,7917;2,333;0,40727;676,34
47,60000;0,7933;2,338;0,40808;677,62
47,70000;0,7951;2,343;0,40898;679,25
47,80000;0,7965;2,349;0,40967;680,79
47,90000;0,7982;2,350;0,41044;681,28
48,00000;0,8001;2,355;0,41132;682,62
48,10000;0,8018;2,359;0,41220;683,79
48,20000;0,8033;2,365;0,41297;685,52
48,30000;0,8050;2,368;0,41374;686,38
48,40000;0,8066;2,370;0,41454;687,04
48,50000;0,8081;2,373;0,41531;687,79
48,60000;0,8099;2,377;0,41622;688,85
48,70000;0,8118;2,378;0,41706;689,36
48,80000;0,8134;2,382;0,41790;690,42
48,90000;0,8150;2,383;0,41864;690,62
49,00000;0,8166;2,386;0,41946;691,62
49,10000;0,8181;2,388;0,42025;692,27
49,20000;0,8199;2,391;0,42105;692,90
49,30000;0,8217;2,393;0,42195;693,57
49,40000;0,8235;2,395;0,42281;694,31
49,50000;0,8250;2,400;0,42349;695,65
49,60000;0,8267;2,401;0,42436;696,06
49,70000;0,8282;2,405;0,42511;697,13
49,80000;0,8298;2,409;0,42588;698,28
49,90000;0,8317;2,414;0,42672;699,70
50,00000;0,8335;2,418;0,42767;700,88
50,10000;0,8350;2,426;0,42845;703,07
50,20000;0,8367;2,431;0,42926;704,72
50,30000;0,8382;2,440;0,42997;707,14
50,40000;0,8398;2,445;0,43080;708,80
50,50000;0,8415;2,455;0,43155;711,69
50,60000;0,8435;2,461;0,43247;713,41
50,70000;0,8451;2,470;0,43335;715,80
50,80000;0,8467;2,477;0,43408;717,86
50,90000;0,8483;2,485;0,43486;720,35
51,00000;0,8498;2,489;0,43564;721,53
51,10000;0,8516;2,497;0,43649;723,78
51,20000;0,8534;2,502;0,43736;725,21
51,30000;0,8551;2,507;0,43829;726,70
51,40000;0,8567;2,512;0,43900;728,10
51,50000;0,8583;2,515;0,43975;728,98
51,60000;0,8599;2,518;0,44064;729,85
51,70000;0,8615;2,519;0,44124;730,10
51,80000;0,8633;2,521;0,44208;730,69
51,90000;0,8651;2,524;0,44298;731,47
52,00000;0,8667;2,526;0,44377;732,06
52,10000;0,8684;2,527;0,44456;732,52
52,20000;0,8701;2,529;0,44535;732,99
52,30000;0,8716;2,532;0,44598;733,98
52,40000;0,8732;2,537;0,44674;735,25
52,50000;0,8751;2,539;0,44751;736,06
52,60000;0,8768;2,542;0,44844;736,78
52,70000;0,8783;2,547;0,44912;738,24
52,80000;0,8800;2,552;0,44994;739,79
52,90000;0,8816;2,558;0,45067;741,52
53,00000;0,8832;2,566;0,45135;743,81
53,10000;0,8850;2,572;0,45214;745,58
53,20000;0,8868;2,582;0,45308;748,47
53,30000;0,8884;2,588;0,45388;750,05
53,40000;0,8900;2,596;0,45471;752,49
53,50000;0,8917;2,602;0,45551;754,19
53,60000;0,8932;2,610;0,45629;756,54
53,70000;0,8949;2,614;0,45702;757,77
53,80000;0,8968;2,619;0,45788;758,99
53,90000;0,8985;2,624;0,45874;760,58
54,00000;0,9001;2,628;0,45947;761,81
54,10000;0,9016;2,632;0,46027;762,87
54,20000;0,9032;2,633;0,46102;763,11
54,30000;0,9048;2,636;0,46172;764,04
54,40000;0,9066;2,638;0,46255;764,68
54,50000;0,9084;2,640;0,46352;765,16
54,60000;0,9100;2,642;0,46426;765,93
54,70000;0,9116;2,644;0,46506;766,37
54,80000;0,9133;2,646;0,46593;766,97
54,90000;0,9149;2,647;0,46669;767,20
55,00000;0,9166;2,650;0,46744;768,06
55,10000;0,9184;2,654;0,46837;769,32
55,20000;0,9201;2,657;0,46924;770,06
55,30000;0,9217;2,658;0,46994;770,53
55,40000;0,9234;2,662;0,47072;771,62
55,50000;0,9249;2,666;0,47154;772,78
55,60000;0,9265;2,671;0,47223;774,22
55,70000;0,9283;2,675;0,47308;775,48
55,80000;0,9301;2,678;0,47391;776,34
55,90000;0,9317;2,685;0,47467;778,32
56,00000;0,9334;2,688;0,47557;779,02
56,10000;0,9350;2,694;0,47635;780,82
56,20000;0,9365;2,694;0,47709;780,89
56,30000;0,9382;2,703;0,47782;783,54
56,40000;0,9401;2,706;0,47878;784,32
56,50000;0,9418;2,711;0,47957;785,73
56,60000;0,9433;2,713;0,48032;786,41
56,70000;0,9450;2,720;0,48106;788,52
56,80000;0,9466;2,727;0,48181;790,52
56,90000;0,9482;2,734;0,48262;792,42
57,00000;0,9500;2,742;0,48342;794,77
57,10000;0,9518;2,749;0,48437;796,67
57,20000;0,9533;2,758;0,48507;799,28
57,30000;0,9550;2,764;0,48582;801,25
57,40000;0,9566;2,771;0,48661;803,25
57,50000;0,9582;2,779;0,48737;805,41
57,60000;0,9599;2,786;0,48814;807,60
57,70000;0,9617;2,794;0,48898;809,79
57,80000;0,9634;2,799;0,48989;811,25
57,90000;0,9651;2,805;0,49054;813,07
58,00000;0,9667;2,813;0,49130;815,27
58,10000;0,9682;2,819;0,49196;817,19
58,20000;0,9699;2,825;0,49273;818,81
58,30000;0,9717;2,830;0,49356;820,36
58,40000;0,9735;2,841;0,49445;823,62
58,50000;0,9750;2,846;0,49527;824,90
58,60000;0,9767;2,852;0,49596;826,72
58,70000;0,9782;2,857;0,49679;828,10
58,80000;0,9798;2,862;0,49761;829,63
58,90000;0,9816;2,866;0,49834;830,82
59,00000;0,9835;2,873;0,49925;832,69
59,10000;0,9850;2,875;0,49999;833,28
59,20000;0,9867;2,879;0,50076;834,61
59,30000;0,9884;2,885;0,50160;836,20
59,40000;0,9899;2,888;0,50237;837,12
59,50000;0,9915;2,892;0,50310;838,32
59,60000;0,9933;2,902;0,50393;841,03
59,70000;0,9951;2,905;0,50488;842,06
