Texteingaben : Proben-beschriftung;"dpp-PUL6-4"
Allgemein : Startdatum;16.08.2018 16:31:34
Abmessung : Querschnitt;3,45000;mm^2

Zeit;Traversenweg;Last;Dehnung 1;Zugspannung
22,00000;0,3645;1,127;0,18034;326,65
22,10000;0,3661;1,127;0,18112;326,69
22,20000;0,3678;1,130;0,18195;327,49
22,30000;0,3694;1,131;0,18287;327,84
22,40000;0,3709;1,132;0,18354;328,22
22,50000;0,3726;1,135;0,18449;328,89
22,60000;0,3745;1,136;0,18545;329,24
22,70000;0,3762;1,139;0,18638;330,02
22,80000;0,3778;1,143;0,18713;331,21
22,90000;0,3794;1,146;0,18809;332,20
23,00000;0,3810;1,148;0,18884;332,71
23,10000;0,3826;1,150;0,18965;333,36
23,20000;0,3844;1,154;0,19058;334,58
23,30000;0,3862;1,158;0,19150;335,76
23,40000;0,3877;1,161;0,19231;336,56
23,50000;0,3894;1,164;0,19312;337,44
23,60000;0,3909;1,167;0,19401;338,23
23,70000;0,3925;1,170;0,19477;339,12
23,80000;0,3943;1,177;0,19564;341,09
23,90000;0,3962;1,181;0,19661;342,19
24,00000;0,3978;1,188;0,19752;344,41
24,10000;0,3995;1,192;0,19826;345,48
24,20000;0,4010;1,200;0,19904;347,71
24,30000;0,4026;1,207;0,19982;349,78
24,40000;0,4043;1,214;0,20078;351,81
24,50000;0,4061;1,218;0,20163;353,11
24,60000;0,4078;1,226;0,20258;355,31
24,70000;0,4094;1,229;0,20336;356,25
24,80000;0,4111;1,234;0,20418;357,72
24,90000;0,4126;1,239;0,20494;359,19
25,00000;0,4142;1,245;0,20584;360,91
25,10000;0,4160;1,248;0,20667;361,70
25,20000;0,4179;1,253;0,20774;363,33
25,30000;0,4194;1,260;0,20848;365,34
25,40000;0,4211;1,266;0,20937;367,04
25,50000;0,4228;1,270;0,21017;368,12
25,60000;0,4243;1,273;0,21099;369,08
25,70000;0,4260;1,278;0,21171;370,56
25,80000;0,4278;1,284;0,21275;372,12
25,90000;0,4295;1,289;0,21364;373,51
26,00000;0,4312;1,291;0,21441;374,28
26,10000;0,4327;1,297;0,21528;376,08
26,20000;0,4343;1,299;0,21607;376,64
26,30000;0,4359;1,307;0,21672;378,76
26,40000;0,4377;1,311;0,21771;379,90
26,50000;0,4395;1,316;0,21871;381,41
26,60000;0,4411;1,321;0,21952;382,80
26,70000;0,4427;1,327;0,22024;384,73
26,80000;0,4444;1,334;0,22124;386,75
26,90000;0,4460;1,339;0,22199;388,10
27,00000;0,4476;1,347;0,22290;390,47
27,10000;0,4495;1,352;0,22375;391,88
27,20000;0,4512;1,359;0,22469;393,99
27,30000;0,4528;1,367;0,22550;396,24
27,40000;0,4544;1,372;0,22636;397,81
27,50000;0,4560;1,376;0,22714;398,97
27,60000;0,4575;1,381;0,22796;400,25
27,70000;0,4594;1,385;0,22888;401,50
27,80000;0,4611;1,389;0,22983;402,62
27,90000;0,4628;1,391;0,23064;403,19
28,00000;0,4644;1,397;0,23142;404,95
28,10000;0,4660;1,398;0,23224;405,29
28,20000;0,4676;1,402;0,23298;406,28
28,30000;0,4693;1,406;0,23387;407,50
28,40000;0,4712;1,410;0,23488;408,62
28,50000;0,4729;1,414;0,23574;409,74
28,60000;0,4744;1,419;0,23646;411,27
28,70000;0,4761;1,423;0,23732;412,53
28,80000;0,4776;1,429;0,23814;414,26
28,90000;0,4793;1,431;0,23888;414,83
29,00000;0,4811;1,439;0,23980;417,06
29,10000;0,4828;1,442;0,24069;417,85
29,20000;0,4844;1,444;0,24146;418,54
29,30000;0,4860;1,452;0,24230;420,73
29,40000;0,4877;1,456;0,24314;422,01
29,50000;0,4892;1,457;0,24394;422,29
29,60000;0,4909;1,464;0,24475;424,30
29,70000;0,4928;1,468;0,24574;425,47
29,80000;0,4945;1,471;0,24662;426,25
29,90000;0,4961;1,474;0,24741;427,12
30,00000;0,4977;1,478;0,24827;428,31
30,10000;0,4993;1,481;0,24905;429,37
30,20000;0,5010;1,484;0,24981;430,25
30,30000;0,5028;1,490;0,25082;431,75
30,40000;0,5045;1,493;0,25174;432,62
30,50000;0,5061;1,497;0,25256;433,80
30,60000;0,5077;1,505;0,25350;436,15
30,70000;0,5093;1,510;0,25430;437,57
30,80000;0,5109;1,515;0,25519;439,19
30,90000;0,5127;1,523;0,25607;441,50
31,00000;0,5146;1,530;0,25703;443,41
31,10000;0,5161;1,535;0,25790;444,89
31,20000;0,5178;1,544;0,25870;447,42
31,30000;0,5194;1,547;0,25960;448,55
31,40000;0,5209;1,552;0,26035;449,95
31,50000;0,5226;1,557;0,26119;451,30
31,60000;0,5246;1,563;0,26224;452,99
31,70000;0,5261;1,567;0,26308;454,33
31,80000;0,5277;1,572;0,26389;455,57
31,90000;0,5294;1,576;0,26474;456,73
32,00000;0,5310;1,583;0,26552;458,77
32,10000;0,5326;1,586;0,26627;459,85
32,20000;0,5344;1,594;0,26729;462,10
32,30000;0,5362;1,601;0,26825;463,93
32,40000;0,5378;1,607;0,26913;465,85
32,50000;0,5395;1,613;0,26988;467,42
32,60000;0,5410;1,620;0,27077;469,50
32,70000;0,5426;1,624;0,27153;470,63
32,80000;0,5443;1,627;0,27239;471,53
32,90000;0,5462;1,631;0,27334;472,70
33,00000;0,5478;1,633;0,27418;473,34
33,10000;0,5495;1,638;0,27505;474,74
33,20000;0,5511;1,641;0,27593;475,55
33,30000;0,5526;1,646;0,27667;477,07
33,40000;0,5542;1,652;0,27754;478,70
33,50000;0,5560;1,653;0,27841;479,25
33,60000;0,5578;1,660;0,27940;481,17
33,70000;0,5595;1,666;0,28015;482,82
33,80000;0,5611;1,672;0,28098;484,63
33,90000;0,5626;1,679;0,28180;486,57
34,00000;0,5642;1,683;0,28257;487,89
34,10000;0,5661;1,691;0,28348;490,00
34,20000;0,5679;1,696;0,28443;491,45
34,30000;0,5695;1,698;0,28532;492,04
34,40000;0,5711;1,701;0,28610;493,06
34,50000;0,5728;1,703;0,28698;493,69
34,60000;0,5743;1,708;0,28767;494,93
34,70000;0,5760;1,710;0,28850;495,69
34,80000;0,5778;1,712;0,28939;496,23
34,90000;0,5795;1,715;0,29027;497,10
35,00000;0,5811;1,718;0,29097;497,95
35,10000;0,5827;1,721;0,29181;498,75
35,20000;0,5844;1,722;0,29274;499,25
35,30000;0,5859;1,725;0,29347;499,96
35,40000;0,5877;1,727;0,29429;500,69
35,50000;0,5896;1,730;0,29527;501,48
35,60000;0,5912;1,731;0,29599;501,76
35,70000;0,5927;1,733;0,29673;502,21
35,80000;0,5944;1,735;0,29756;502,81
35,90000;0,5959;1,736;0,29828;503,19
36,00000;0,5976;1,737;0,29915;503,42
36,10000;0,5995;1,739;0,29999;503,95
36,20000;0,6012;1,739;0,30094;504,17
36,30000;0,6028;1,741;0,30171;504,77
36,40000;0,6044;1,743;0,30254;505,27
36,50000;0,6059;1,745;0,30325;505,72
36,60000;0,6075;1,748;0,30402;506,59
36,70000;0,6094;1,749;0,30496;506,90
36,80000;0,6112;1,754;0,30588;508,39
36,90000;0,6128;1,757;0,30662;509,33
37,00000;0,6145;1,764;0,30747;511,16
37,10000;0,6161;1,768;0,30831;512,46
37,20000;0,6176;1,773;0,30903;513,97
37,30000;0,6193;1,780;0,30980;515,80
37,40000;0,6212;1,789;0,31083;518,57
37,50000;0,6229;1,798;0,31161;521,30
37,60000;0,6244;1,809;0,31237;524,46
37,70000;0,6260;1,817;0,31309;526,53
37,80000;0,6276;1,825;0,31395;528,91
37,90000;0,6292;1,836;0,31474;532,18
38,00000;0,6311;1,842;0,31573;533,88
38,10000;0,6329;1,848;0,31666;535,63
38,20000;0,6344;1,857;0,31742;538,18
38,30000;0,6361;1,864;0,31812;540,15
38,40000;0,6377;1,869;0,31897;541,87
38,50000;0,6392;1,874;0,31974;543,32
38,60000;0,6410;1,882;0,32057;545,65
38,70000;0,6429;1,887;0,32149;546,92
38,80000;0,6445;1,895;0,32229;549,27
38,90000;0,6460;1,898;0,32297;550,29
39,00000;0,6477;1,904;0,32378;551,79
39,10000;0,6492;1,911;0,32457;553,88
39,20000;0,6509;1,916;0,32534;555,39
39,30000;0,6528;1,920;0,32621;556,50
39,40000;0,6545;1,927;0,32709;558,56
39,50000;0,6561;1,934;0,32792;560,61
39,60000;0,6578;1,939;0,32869;562,02
39,70000;0,6593;1,945;0,32955;563,77
39,80000;0,6609;1,952;0,33026;565,67
39,90000;0,6628;1,960;0,33118;567,97
40,00000;0,6646;1,969;0,33203;570,69
40,10000;0,6661;1,974;0,33288;572,19
40,20000;0,6678;1,984;0,33363;575,08
40,30000;0,6694;1,988;0,33443;576,18
40,40000;0,6709;1,995;0,33518;578,16
40,50000;0,6726;2,002;0,33600;580,26
40,60000;0,6745;2,007;0,33693;581,84
40,70000;0,6761;2,014;0,33775;583,91
40,80000;0,6778;2,019;0,33844;585,26
40,90000;0,6794;2,021;0,33929;585,91
41,00000;0,6809;2,023;0,34000;586,38
41,10000;0,6826;2,026;0,34078;587,33
41,20000;0,6844;2,030;0,34162;588,48
41,30000;0,6862;2,032;0,34254;589,00
41,40000;0,6878;2,036;0,34329;590,19
41,50000;0,6894;2,038;0,34410;590,61
41,60000;0,6910;2,040;0,34489;591,39
41,70000;0,6926;2,044;0,34562;592,36
41,80000;0,6943;2,045;0,34642;592,76
41,90000;0,6962;2,047;0,34737;593,44
42,00000;0,6978;2,050;0,34814;594,24
42,10000;0,6994;2,053;0,34880;595,02
42,20000;0,7010;2,055;0,34962;595,79
42,30000;0,7026;2,056;0,35042;596,06
42,40000;0,7042;2,058;0,35117;596,57
42,50000;0,7061;2,060;0,35204;597,24
42,60000;0,7078;2,060;0,35289;597,12
42,70000;0,7094;2,062;0,35371;597,75
42,80000;0,7111;2,063;0,35450;598,00
42,90000;0,7128;2,064;0,35523;598,14
43,00000;0,7143;2,064;0,35592;598,14
43,10000;0,7160;2,064;0,35670;598,24
43,20000;0,7178;2,065;0,35754;598,43
43,30000;0,7195;2,066;0,35842;598,82
43,40000;0,7211;2,067;0,35920;599,16
43,50000;0,7227;2,068;0,36004;599,55
43,60000;0,7243;2,071;0,36070;600,15
43,70000;0,7259;2,072;0,36140;600,66
43,80000;0,7278;2,077;0,36236;601,97
43,90000;0,7296;2,081;0,36328;603,30
44,00000;0,7312;2,085;0,36396;604,42
44,10000;0,7328;2,091;0,36475;606,17
44,20000;0,7344;2,098;0,36550;607,97
44,30000;0,7359;2,105;0,36636;610,07
44,40000;0,7377;2,114;0,36717;612,82
44,50000;0,7395;2,120;0,36796;614,61
44,60000;0,7412;2,126;0,36884;616,16
44,70000;0,7427;2,133;0,36948;618,40
44,80000;0,7444;2,138;0,37030;619,71
44,90000;0,7459;2,144;0,37108;621,43
45,00000;0,7476;2,148;0,37185;622,58
45,10000;0,7495;2,155;0,37276;624,68
45,20000;0,7512;2,160;0,37371;625,97
45,30000;0,7527;2,162;0,37443;626,61
45,40000;0,7544;2,168;0,37527;628,42
45,50000;0,7560;2,173;0,37592;629,81
45,60000;0,7575;2,178;0,37661;631,39
45,70000;0,7594;2,183;0,37739;632,69
45,80000;0,7613;2,192;0,37838;635,27
45,90000;0,7628;2,196;0,37912;636,59
46,00000;0,7644;2,200;0,37992;637,72
46,10000;0,7661;2,206;0,38073;639,43
46,20000;0,7676;2,210;0,38146;640,66
46,30000;0,7693;2,214;0,38207;641,64
46,40000;0,7711;2,218;0,38296;642,99
46,50000;0,7728;2,223;0,38371;644,29
46,60000;0,7744;2,227;0,38444;645,64
46,70000;0,7761;2,232;0,38521;647,00
46,80000;0,7777;2,237;0,38601;648,42
46,90000;0,7793;2,242;0,38676;649,81
47,00000;0,7810;2,251;0,38761;652,45
47,10000;0,7829;2,259;0,38850;654,78
47,20000;0,7844;2,265;0,38925;656,62
47,30000;0,7861;2,275;0,38995;659,39
47,40000;0,7878;2,285;0,39073;662,29
47,50000;0,7893;2,291;0,39145;664,14
47,60000;0,7909;2,303;0,39221;667,44
47,70000;0,7928;2,308;0,39302;669,11
47,80000;0,7945;2,316;0,39406;671,33
47,90000;0,7961;2,322;0,39474;673,16
48,00000;0,7977;2,328;0,39550;674,89
48,10000;0,7992;2,334;0,39622;676,63
48,20000;0,8009;2,338;0,39705;677,54
48,30000;0,8027;2,342;0,39781;678,91
48,40000;0,8045;2,345;0,39877;679,85
48,50000;0,8061;2,350;0,39951;681,24
48,60000;0,8078;2,354;0,40028;682,40
48,70000;0,8094;2,357;0,40113;683,26
48,80000;0,8109;2,363;0,40187;684,83
48,90000;0,8126;2,365;0,40266;685,49
49,00000;0,8145;2,370;0,40352;687,00
49,10000;0,8161;2,373;0,40427;687,94
49,20000;0,8177;2,376;0,40503;688,79
49,30000;0,8194;2,377;0,40581;689,12
49,40000;0,8210;2,381;0,40656;690,18
49,50000;0,8226;2,381;0,40729;690,13
49,60000;0,8244;2,385;0,40823;691,29
49,70000;0,8262;2,387;0,40912;691,87
49,80000;0,8278;2,389;0,40983;692,42
49,90000;0,8294;2,390;0,41067;692,88
50,00000;0,8311;2,393;0,41146;693,77
50,10000;0,8326;2,396;0,41215;694,45
50,20000;0,8344;2,399;0,41286;695,39
50,30000;0,8362;2,401;0,41375;696,05
50,40000;0,8378;2,405;0,41451;697,23
50,50000;0,8394;2,408;0,41533;698,01
50,60000;0,8411;2,413;0,41608;699,46
50,70000;0,8426;2,419;0,41684;701,15
50,80000;0,8442;2,423;0,41749;702,39
50,90000;0,8460;2,427;0,41837;703,51
51,00000;0,8479;2,436;0,41923;706,03
51,10000;0,8495;2,444;0,41999;708,37
51,20000;0,8511;2,451;0,42078;710,51
51,30000;0,8527;2,459;0,42156;712,70
51,40000;0,8542;2,467;0,42226;714,94
51,50000;0,8560;2,475;0,42300;717,37
51,60000;0,8579;2,479;0,42395;718,57
51,70000;0,8595;2,490;0,42471;721,79
51,80000;0,8611;2,495;0,42545;723,07
51,90000;0,8628;2,500;0,42620;724,58
52,00000;0,8643;2,504;0,42690;725,87
52,10000;0,8659;2,507;0,42769;726,64
52,20000;0,8678;2,512;0,42854;727,98
52,30000;0,8695;2,516;0,42937;729,14
52,40000;0,8711;2,519;0,43015;730,06
52,50000;0,8728;2,519;0,43085;730,26
52,60000;0,8744;2,523;0,43161;731,19
52,70000;0,8759;2,524;0,43226;731,54
52,80000;0,8777;2,525;0,43303;731,82
52,90000;0,8795;2,528;0,43402;732,74
53,00000;0,8811;2,529;0,43480;733,10
53,10000;0,8827;2,533;0,43556;734,09
53,20000;0,8844;2,534;0,43627;734,58
53,30000;0,8859;2,539;0,43714;735,81
53,40000;0,8876;2,542;0,43777;736,82
53,50000;0,8894;2,546;0,43867;737,99
53,60000;0,8912;2,550;0,43944;739,22
53,70000;0,8927;2,556;0,44016;740,89
53,80000;0,8944;2,563;0,44096;742,99
53,90000;0,8959;2,571;0,44172;745,15
54,00000;0,8976;2,573;0,44243;745,80
54,10000;0,8994;2,586;0,44323;749,67
54,20000;0,9012;2,591;0,44416;750,96
54,30000;0,9028;2,598;0,44493;752,93
54,40000;0,9045;2,605;0,44562;755,12
54,50000;0,9061;2,612;0,44635;756,99
54,60000;0,9076;2,615;0,44706;758,10
54,70000;0,9092;2,619;0,44782;759,24
54,80000;0,9111;2,624;0,44866;760,69
54,90000;0,9128;2,629;0,44953;762,07
55,00000;0,9144;2,631;0,45024;762,66
55,10000;0,9161;2,634;0,45104;763,38
55,20000;0,9176;2,636;0,45181;764,00
55,30000;0,9192;2,638;0,45248;764,77
55,40000;0,9211;2,640;0,45326;765,27
55,50000;0,9229;2,642;0,45414;765,72
55,60000;0,9245;2,643;0,45494;766,17
55,70000;0,9261;2,644;0,45564;766,42
55,80000;0,9277;2,646;0,45641;767,10
55,90000;0,9292;2,649;0,45716;767,79
56,00000;0,9310;2,651;0,45786;768,42
56,10000;0,9329;2,654;0,45873;769,41
56,20000;0,9345;2,656;0,45944;769,77
56,30000;0,9361;2,659;0,46021;770,72
56,40000;0,9376;2,664;0,46094;772,11
56,50000;0,9393;2,669;0,46166;773,72
56,60000;0,9409;2,672;0,46238;774,37
56,70000;0,9427;2,677;0,46319;775,81
56,80000;0,9445;2,679;0,46405;776,46
56,90000;0,9461;2,685;0,46481;778,32
57,00000;0,9478;2,687;0,46550;778,85
57,10000;0,9494;2,692;0,46627;780,33
57,20000;0,9510;2,697;0,46690;781,67
57,30000;0,9527;2,699;0,46765;782,18
57,40000;0,9545;2,704;0,46853;783,78
57,50000;0,9561;2,706;0,46935;784,27
57,60000;0,9578;2,713;0,47002;786,28
57,70000;0,9594;2,718;0,47080;787,74
57,80000;0,9609;2,721;0,47145;788,74
57,90000;0,9626;2,731;0,47225;791,68
58,00000;0,9644;2,737;0,47305;793,31
58,10000;0,9662;2,742;0,47386;794,64
58,20000;0,9678;2,751;0,47460;797,27
58,30000;0,9694;2,757;0,47533;799,27
58,40000;0,9711;2,765;0,47602;801,46
58,50000;0,9726;2,773;0,47672;803,88
58,60000;0,9743;2,779;0,47744;805,43
58,70000;0,9762;2,785;0,47825;807,14
58,80000;0,9779;2,793;0,47908;809,64
58,90000;0,9794;2,796;0,47978;810,45
59,00000;0,9810;2,804;0,48046;812,66
59,10000;0,9826;2,813;0,48116;815,37
59,20000;0,9843;2,820;0,48186;817,26
59,30000;0,9861;2,822;0,48278;818,08
59,40000;0,9878;2,829;0,48354;820,04
59,50000;0,9894;2,836;0,48431;822,11
59,60000;0,9910;2,843;0,48499;824,06
59,70000;0,9927;2,849;0,48577;825,82
